effectsizeID,study,author,year,study_id,comparison_id,comparison,drug_class,duration,potency,outcome,test_direction,cog_domain_lezak,data_format,g,st_err,quality
147,Eun 12_2898,Eun,2012b,15,18,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Comprehension,Positive,Concept Formation & Reasoning,Paired,-9.13E-02,0.100952383,3
148,Eun 12_2898,Eun,2012b,15,19,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Digit span,Positive,Attention,Paired,0.1776525,0.101543539,3
149,Eun 12_2898,Eun,2012b,15,20,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Picture completion,Positive,Concept Formation & Reasoning,Paired,0.207631096,0.101836279,3
150,Eun 12_2898,Eun,2012b,15,21,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Picture arrangement,Positive,Concept Formation & Reasoning,Paired,0.197360229,0.101730951,3
151,Eun 12_2898,Eun,2012b,15,22,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Block design,Positive,Psychomotor Functioning,Paired,-1.36E-02,0.100744029,3
152,Eun 12_2898,Eun,2012b,15,23,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Picture assembly (reporting error: should be object assembly),Positive,Psychomotor Functioning,Paired,0.120132784,0.101107858,3
153,Eun 12_2898,Eun,2012b,15,24,normal Oxcarbazepine vs Baseline,Antiepileptic,Current + long-term,Low,Coding,Positive,Attention,Paired,0.1011218,0.10100058,3
154,Farmer 17_1856,Farmer,2017,16,1,Risperidone v Placebo,Antipsychotic,Current + acute,Low,CPT: Commissions (errors),Negative,Attention,Independent,-0.13928934,0.161111285,6
155,Farmer 17_1856,Farmer,2017,16,2,Risperidone v Placebo,Antipsychotic,Current + acute,Low,CPT: Omissions (errors),Negative,Attention,Independent,6.96E-02,0.161111285,6
156,Farmer 17_1856,Farmer,2017,16,3,Risperidone v Placebo,Antipsychotic,Current + acute,Low,CPT: Reaction Time,Negative,Attention,Independent,7.96E-02,0.161111285,6
157,Farmer 17_1856,Farmer,2017,16,4,Risperidone v Placebo,Antipsychotic,Current + acute,Low,WISC-III: Digit Span,Positive,Attention,Independent,-8.95E-02,0.161111285,6
158,Ferguson 12_771,Ferguson,2012,17,1,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Stanford-Binet: Fluid Reasoning,Positive,Concept Formation & Reasoning,Independent,0.183031066,0.498545195,7
159,Ferguson 12_771,Ferguson,2012,17,2,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Stanford-Binet: FSIQ,Positive,Intelligence,Independent,5.14E-02,0.497730202,7
160,Ferguson 12_771,Ferguson,2012,17,3,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Stanford-Binet: Knowledge,Positive,Intelligence,Independent,-0.538567186,0.505270956,7
161,Ferguson 12_771,Ferguson,2012,17,4,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Stanford-Binet: Quantitative Reasoning,Positive,Concept Formation & Reasoning,Independent,-0.564008635,0.506000915,7
162,Ferguson 12_771,Ferguson,2012,17,5,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Stanford-Binet: Visual Spatial Processing,Positive,Attention,Independent,0.432863902,0.502589835,7
163,Ferguson 12_771,Ferguson,2012,17,6,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Stanford-Binet: Working Memory,Positive,Attention,Independent,0.188686912,0.498600679,7
164,Ferguson 12_771,Ferguson,2012,17,7,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,WRAT: Math Computation,Positive,Concept Formation & Reasoning,Independent,-0.191843954,0.498632381,7
165,Ferguson 12_771,Ferguson,2012,17,8,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,WRAT: Reading Composite,Positive,Language,Independent,0.52910927,0.505007923,7
166,Ferguson 12_771,Ferguson,2012,17,9,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,WRAT: Sentence Comprehension,Positive,Language,Independent,0.401172996,0.50189738,7
167,Ferguson 12_771,Ferguson,2012,17,10,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,WRAT: Spelling,Positive,Language,Independent,-0.22568045,0.49900504,7
168,Ferguson 12_771,Ferguson,2012,17,11,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,WRAT: Word Reading,Positive,Language,Independent,0.491742923,0.504013068,7
169,Ferguson 12_771,Ferguson,2012,17,12,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,Progressive Ratio (no. of reinforcers earner),Positive,Attention,Independent,0.136925491,0.505770453,7
170,Ferguson 12_771,Ferguson,2012,17,13,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,DMTS (delayed match to sample): Percent task completed,Positive,Attention,Independent,-0.776536402,0.522482416,7
171,Ferguson 12_771,Ferguson,2012,17,14,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,DMTS (delayed match to sample): Accuracy,Positive,Attention,Independent,-0.472639316,0.511685993,7
172,Ferguson 12_771,Ferguson,2012,17,15,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,DMTS: Correct choice response latency (sec),Negative,Attention,Independent,-0.895352147,0.52804396,7
173,Ferguson 12_771,Ferguson,2012,17,16,Morphine v Placebo (Combined boys + girls),Opioid analgesic,Historical,Low,DMTS: No. of incorrect trials,Negative,Attention,Independent,-0.417806942,0.510280822,7
174,Forsythe 91_3633,Forsythe,1991,18,1,Carbamazepine v Baseline,Antiepileptic,Current + acute,Low,Information Processing (speed),Negative,Attention,Paired,-0.273049042,0.364691657,3
175,Forsythe 91_3633,Forsythe,1991,18,2,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Information Processing (speed),Negative,Attention,Paired,-0.481046109,0.376289971,3
176,Forsythe 91_3633,Forsythe,1991,18,3,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Information Processing (speed),Negative,Attention,Paired,-0.629945654,0.389359954,3
177,Forsythe 91_3633,Forsythe,1991,18,4,Carbamazepine v Baseline,Antiepileptic,Current + acute,Low,Memory,Positive,Memory,Paired,0.281409442,0.313091386,3
178,Forsythe 91_3633,Forsythe,1991,18,5,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Memory,Positive,Memory,Paired,9.02E-02,0.321837709,3
179,Forsythe 91_3633,Forsythe,1991,18,6,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Memory,Positive,Memory,Paired,0.177246918,0.334936369,3
180,Forsythe 91_3633,Forsythe,1991,18,7,Carbamazepine v Baseline,Antiepileptic,Current + acute,Low,Stroop Test,Negative,Attention,Paired,0.302763829,0.343106031,3
181,Forsythe 91_3633,Forsythe,1991,18,8,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Stroop Test,Negative,Attention,Paired,0.527006151,0.35355606,3
182,Forsythe 91_3633,Forsythe,1991,18,9,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Stroop Test,Negative,Attention,Paired,-0.271140065,0.364291252,3
183,Forsythe 91_3633,Forsythe,1991,18,10,Carbamazepine v Baseline,Antiepileptic,Current + acute,Low,Vigilance,Negative,Attention,Paired,0.157052809,0.312001034,3
184,Forsythe 91_3633,Forsythe,1991,18,11,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Vigilance,Negative,Attention,Paired,0.308453305,0.323611471,3
185,Forsythe 91_3633,Forsythe,1991,18,12,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Vigilance,Negative,Attention,Paired,0.402770685,0.337637596,3
186,Freibergs 68_3435,Freibergs,1968,19,1,Continuous Reinforcement CPZ (chlorpromazine) v Placebo,Antipsychotic,Current + long-term,High,Number Concepts (trials to criterion) - continuous reinforcement condition,Negative,Concept Formation & Reasoning,Independent,-0.771739637,0.467018257,4
187,Freibergs 68_3435,Freibergs,1968,19,2,Continuous Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Object Concepts (trials to criterion) - continuous reinforcement condition,Negative,Concept Formation & Reasoning,Independent,0.45852928,0.455414492,4
188,Freibergs 68_3435,Freibergs,1968,19,3,Continuous Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Number Concepts ERRORS to criterion,Negative,Concept Formation & Reasoning,Independent,0.799179945,0.468298469,4
189,Freibergs 68_3435,Freibergs,1968,19,4,Continuous Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Object Concepts ERRORS to criterion,Negative,Concept Formation & Reasoning,Independent,0.49182567,0.456378508,4
190,Freibergs 68_3435,Freibergs,1968,19,5,Partial Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Number Concepts (trials to criterion) - partial reinforcement condition,Negative,Concept Formation & Reasoning,Independent,0.1067604,0.449309149,4
191,Freibergs 68_3435,Freibergs,1968,19,6,Partial Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Object Concepts (trials to criterion) - partial reinforcement condition,Negative,Concept Formation & Reasoning,Independent,0.157389416,0.449722361,4
192,Freibergs 68_3435,Freibergs,1968,19,7,Partial Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Number Concepts ERRORS to criterion,Negative,Concept Formation & Reasoning,Independent,9.64E-02,0.449244329,4
193,Freibergs 68_3435,Freibergs,1968,19,8,Partial Reinforcement CPZ v Placebo,Antipsychotic,Current + long-term,High,Object Concepts ERRORS to criterion,Negative,Concept Formation & Reasoning,Independent,0.120851893,0.449408284,4
194,Giramonti 08_5607,Giramonti,2008,20,1,Tolterodine/Oxybutynin v Placebo (Group A),Urological,Current + acute,High,NEPSY: Attention,Positive,Attention,Paired,-0.174655477,0.473734463,5
195,Giramonti 08_5607,Giramonti,2008,20,2,Tolterodine/Oxybutynin v Placebo (Group A),Urological,Current + acute,High,NEPSY: Memory,Positive,Memory,Paired,-0.628829724,0.485621419,5
196,Giramonti 08_5607,Giramonti,2008,20,3,Tolterodine/Oxybutynin v Placebo (Group B),Urological,Current + acute,High,NEPSY: Attention ,Positive,Attention,Paired,0.406898411,0.539372103,5
197,Giramonti 08_5607,Giramonti,2008,20,4,Tolterodine/Oxybutynin v Placebo (Group B),Urological,Current + acute,High,NEPSY: Memory,Positive,Memory,Paired,0.581186022,0.545983258,5
198,Gualtieri 88_2159,Gualtieri,1988,21,1,High Imipramine v Placebo,Antidepressant,Current + acute,High,Finger Tapping,Positive,Psychomotor Functioning,Paired,-1.543450533,0.472221303,5
199,Gualtieri 88_2159,Gualtieri,1988,21,2,High Imipramine v Placebo,Antidepressant,Current + acute,High,Motor Pursuit (trail making test),Negative,Attention,Paired,-1.04197901,0.667779417,5
200,Gualtieri 88_2159,Gualtieri,1988,21,3,High Imipramine v Placebo,Antidepressant,Current + acute,High,Selective Attention,Positive,Attention,Paired,1.597890576,0.58445859,5
201,Gualtieri 88_2159,Gualtieri,1988,21,4,Low Imipramine v Placebo,Antidepressant,Current + acute,High,Finger Tapping,Positive,Psychomotor Functioning,Paired,-0.350877193,0.452749337,5
202,Gualtieri 88_2159,Gualtieri,1988,21,5,Low Imipramine v Placebo,Antidepressant,Current + acute,High,Motor Pursuit (trail making test),Negative,Attention,Paired,-0.457271364,0.625412186,5
203,Gualtieri 88_2159,Gualtieri,1988,21,6,Low Imipramine v Placebo,Antidepressant,Current + acute,High,Selective Attention,Positive,Attention,Paired,0.342494485,0.504572655,5
204,Gualtieri 88_2159,Gualtieri,1988,21,7,Med Imipramine v  Placebo,Antidepressant,Current + acute,High,Finger Tapping,Positive,Psychomotor Functioning,Paired,-0.66833751,0.462568639,5
205,Gualtieri 88_2159,Gualtieri,1988,21,8,Med Imipramine v  Placebo,Antidepressant,Current + acute,High,Motor Pursuit (trail making test),Negative,Attention,Paired,-0.689655172,0.63859091,5
206,Gualtieri 88_2159,Gualtieri,1988,21,9,Med Imipramine v  Placebo,Antidepressant,Current + acute,High,Selective Attention,Positive,Attention,Paired,0.228270082,0.502260055,5
207,Gualtieri 91_2261,Gualtieri,1991,22,1,High Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: consistency,Positive,Memory,Paired,0.830303759,0.41198687,5
208,Gualtieri 91_2261,Gualtieri,1991,22,2,High Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: delayed recall,Positive,Memory,Paired,0.796345199,0.410587841,5
209,Gualtieri 91_2261,Gualtieri,1991,22,3,High Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: words recalled on last trial,Positive,Memory,Paired,-0.464534699,0.399832799,5
210,Gualtieri 91_2261,Gualtieri,1991,22,4,High Desipramine v Placebo,Antidepressant,Current + acute,High,Finger Tapping Test (dom. hand),Positive,Psychomotor Functioning,Paired,-1.181909428,0.429503062,5
211,Gualtieri 91_2261,Gualtieri,1991,22,5,High Desipramine v Placebo,Antidepressant,Current + acute,High,Trail Making A,Negative,Attention,Paired,-0.220955176,0.395458846,5
212,Gualtieri 91_2261,Gualtieri,1991,22,6,Low Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: consistency,Positive,Memory,Paired,0,0.394170763,5
213,Gualtieri 91_2261,Gualtieri,1991,22,7,Low Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: delayed recall,Positive,Memory,Paired,-0.209040615,0.395323874,5
214,Gualtieri 91_2261,Gualtieri,1991,22,8,Low Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: words recalled on last trial,Positive,Memory,Paired,0.464534699,0.399832799,5
215,Gualtieri 91_2261,Gualtieri,1991,22,9,Low Desipramine v Placebo,Antidepressant,Current + acute,High,Finger Tapping Test (dom. hand),Positive,Psychomotor Functioning,Paired,-0.898631989,0.414963046,5
216,Gualtieri 91_2261,Gualtieri,1991,22,10,Low Desipramine v Placebo,Antidepressant,Current + acute,High,Trail Making A,Positive,Attention,Paired,0.590954714,0.403294139,5
217,Gualtieri 91_2261,Gualtieri,1991,22,11,Med Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: consistency,Positive,Memory,Paired,0.187336944,0.395097126,5
218,Gualtieri 91_2261,Gualtieri,1991,22,12,Med Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: delayed recall,Positive,Memory,Paired,-8.46E-02,0.394359911,5
219,Gualtieri 91_2261,Gualtieri,1991,22,13,Med Desipramine v Placebo,Antidepressant,Current + acute,High,Buschke Serial Reminding Test: words recalled on last trial,Positive,Memory,Paired,0.929069398,0.416357176,5
220,Gualtieri 91_2261,Gualtieri,1991,22,14,Med Desipramine v Placebo,Antidepressant,Current + acute,High,Finger Tapping Test (dom. hand),Positive,Psychomotor Functioning,Paired,-1.045203074,0.422054445,5
221,Gualtieri 91_2261,Gualtieri,1991,22,15,Med Desipramine v Placebo,Antidepressant,Current + acute,High,Trail Making A,Negative,Attention,Paired,-1.023428009,0.420941238,5
222,Gunther 06_2433,Gunther,2006,23,1,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Divided Attention: False Alarms,Negative,Attention,Paired,0.538519528,0.295216733,4
223,Gunther 06_2433,Gunther,2006,23,2,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Divided Attention: Misses,Negative,Attention,Paired,0.494433754,0.294377199,4
224,Gunther 06_2433,Gunther,2006,23,3,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Go/No-Go: False Alarms,Negative,Executive Function,Paired,0.1368103,0.290179524,4
225,Gunther 06_2433,Gunther,2006,23,4,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Go/No-Go: Misses,Negative,Executive Function,Paired,0.515122034,0.294762543,4
226,Gunther 06_2433,Gunther,2006,23,5,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Sustained Attention: False Alarms,Negative,Attention,Paired,0.308575697,0.291608811,4
227,Gunther 06_2433,Gunther,2006,23,6,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Sustained Attention: Fluctuations,Negative,Attention,Paired,0.237289879,0.290882686,4
228,Gunther 06_2433,Gunther,2006,23,7,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Sustained Attention: Misses,Negative,Attention,Paired,7.23E-02,0.289926818,4
229,Gunther 06_2433,Gunther,2006,23,8,Risperidone v Baseline,Antipsychotic,Current + acute,Low,Sustained Attention: Speed,Negative,Attention,Paired,0.182807715,0.29045474,4
230,Jung 15_2532,Jung,2015,24,1,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,K-WISC + K-WPPI,Positive,Intelligence,Paired,3.81E-02,0.221470262,6
231,Klein 90_2266,Klein,1990,25,1,Thioridazine v Placebo,Antipsychotic,Current + acute,High,CPT: Commissions (errors),Negative,Attention,Independent,-0.311214055,0.239067135,3
232,Klein 90_2266,Klein,1990,25,2,Thioridazine v Placebo,Antipsychotic,Current + acute,High,CPT: Omissions (errors),Negative,Attention,Independent,-0.182476567,0.238129196,3
233,Klein 90_2266,Klein,1990,25,3,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Draw a Person,Positive,Psychomotor Functioning,Independent,-0.410454107,0.240119657,3
234,Klein 90_2266,Klein,1990,25,4,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Gray Oral Reading,Positive,Language,Independent,-0.182437848,0.226588946,3
235,Klein 90_2266,Klein,1990,25,5,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Paired Associates Test (PAT),Positive,Memory,Independent,0.129627239,0.314994908,3
236,Klein 90_2266,Klein,1990,25,6,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Porteus Mazes: Qualitative,Negative,Executive Function,Independent,0.241443907,0.238498538,3
237,Klein 90_2266,Klein,1990,25,7,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Porteus Mazes: Quantitative,Positive,Executive Function,Independent,-0.490027963,0.241168118,3
238,Klein 90_2266,Klein,1990,25,8,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Beery: Visual Motor integration Test,Positive,Psychomotor Functioning,Independent,-0.360726689,0.239556648,3
239,Klein 90_2266,Klein,1990,25,9,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Visual Sequential Memory Test,Negative,Attention,Independent,0.444758673,0.240549482,3
240,Klein 90_2266,Klein,1990,25,10,Thioridazine v Placebo,Antipsychotic,Current + acute,High,Wide Range Achievement Test (WRAT): Reading,Negative,Language,Independent,6.39E-02,0.226170106,3
241,Klein 90_2266,Klein,1990,25,11,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,CPT: Commissions (errors),Negative,Attention,Paired,0.398665907,0.257431085,3
242,Klein 90_2266,Klein,1990,25,12,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,CPT: Omissions (errors),Negative,Attention,Paired,-0.27916943,0.256116716,3
243,Klein 90_2266,Klein,1990,25,13,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Draw a Person,Positive,Psychomotor Functioning,Paired,-8.12E-02,0.254953475,3
244,Klein 90_2266,Klein,1990,25,14,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Gray Oral Reading,Positive,Language,Paired,4.23E-02,0.233194521,3
245,Klein 90_2266,Klein,1990,25,15,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Paired Associates Test (PAT),Positive,Memory,Paired,-0.247866754,0.327232354,3
246,Klein 90_2266,Klein,1990,25,16,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Porteus Mazes: Qualitative,Negative,Executive Function,Paired,-0.233285189,0.255733896,3
247,Klein 90_2266,Klein,1990,25,17,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Porteus Mazes: Quantitative,Positive,Executive Function,Paired,-0.877376808,0.267135221,3
248,Klein 90_2266,Klein,1990,25,18,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Beery: Visual Motor integration Test,Positive,Psychomotor Functioning,Paired,-0.167362413,0.255303206,3
249,Klein 90_2266,Klein,1990,25,19,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Visual Sequential Memory Test,Negative,Attention,Paired,0.131471947,0.255128105,3
250,Klein 90_2266,Klein,1990,25,20,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,Wide Range Achievement Test (WRAT): Reading,Positive,Language,Paired,0.243684392,0.234050446,3
251,Klein 90_2266,Klein,1990,25,21,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: FSIQ,Positive,Intelligence,Independent,-0.136952001,0.226380685,3
252,Klein 90_2266,Klein,1990,25,22,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Information,Positive,Language,Independent,-0.105408562,0.226271016,3
253,Klein 90_2266,Klein,1990,25,23,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Comprehension,Positive,Concept Formation & Reasoning,Independent,2.14E-02,0.226118079,3
254,Klein 90_2266,Klein,1990,25,24,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Arithmetic,Positive,Concept Formation & Reasoning,Independent,0.156880348,0.226464651,3
255,Klein 90_2266,Klein,1990,25,25,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Similarity,Positive,Concept Formation & Reasoning,Independent,4.38E-02,0.226139044,3
256,Klein 90_2266,Klein,1990,25,26,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Vocabulary,Positive,Language,Independent,-0.120094303,0.22631853,3
257,Klein 90_2266,Klein,1990,25,27,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Digit Span,Positive,Attention,Independent,7.04E-02,0.226182671,3
258,Klein 90_2266,Klein,1990,25,28,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Picture Completion,Positive,Concept Formation & Reasoning,Independent,-0.104241753,0.226267506,3
259,Klein 90_2266,Klein,1990,25,29,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Picture Arrangement,Positive,Concept Formation & Reasoning,Independent,-0.114610946,0.226300066,3
260,Klein 90_2266,Klein,1990,25,30,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Block Design,Positive,Psychomotor Functioning,Independent,-0.227005905,0.22685027,3
261,Klein 90_2266,Klein,1990,25,31,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Object Assembly,Positive,Psychomotor Functioning,Independent,6.54E-02,0.226173007,3
262,Klein 90_2266,Klein,1990,25,32,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WISC: Coding,Positive,Attention,Independent,-0.590867101,0.231070253,3
263,Klein 90_2266,Klein,1990,25,33,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: FSIQ,Positive,Intelligence,Paired,1.17E-02,0.233169862,3
264,Klein 90_2266,Klein,1990,25,34,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Information,Positive,Language,Paired,-6.72E-02,0.23323505,3
265,Klein 90_2266,Klein,1990,25,35,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Comprehension,Positive,Concept Formation & Reasoning,Paired,-0.323454775,0.234720652,3
266,Klein 90_2266,Klein,1990,25,36,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Arithmetic,Positive,Concept Formation & Reasoning,Paired,0.287262878,0.234393454,3
267,Klein 90_2266,Klein,1990,25,37,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Similarity,Positive,Concept Formation & Reasoning,Paired,0.352441113,0.235010294,3
268,Klein 90_2266,Klein,1990,25,38,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Vocabulary,Positive,Language,Paired,-0.282887087,0.234356493,3
269,Klein 90_2266,Klein,1990,25,39,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Digit Span,Positive,Attention,Paired,0.113153969,0.233358418,3
270,Klein 90_2266,Klein,1990,25,40,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Picture Completion,Positive,Concept Formation & Reasoning,Paired,0.153364102,0.233517821,3
271,Klein 90_2266,Klein,1990,25,41,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Picture Arrangement,Positive,Concept Formation & Reasoning,Paired,0.329087654,0.23477502,3
272,Klein 90_2266,Klein,1990,25,42,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Block Design,Positive,Psychomotor Functioning,Paired,9.77E-02,0.233309821,3
273,Klein 90_2266,Klein,1990,25,43,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Object Assembly,Positive,Psychomotor Functioning,Paired,3.08E-02,0.233181911,3
274,Klein 90_2266,Klein,1990,25,44,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WISC: Coding,Positive,Attention,Paired,-0.551156539,0.237648426,3
275,Klein 90_2266,Klein,1990,25,45,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WRAT: Arithmetic,Positive,Concept Formation & Reasoning,Independent,-8.57E-02,0.226216941,3
276,Klein 90_2266,Klein,1990,25,46,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WRAT: Arithmetic,Positive,Concept Formation & Reasoning,Paired,0.167221507,0.233583868,3
277,Klein 90_2266,Klein,1990,25,47,Thioridazine v Placebo,Antipsychotic,Current + acute,High,WRAT: Spelling,Positive,Language,Independent,-0.116711555,0.226307038,3
278,Klein 90_2266,Klein,1990,25,48,Thioridazine v Baseline,Antipsychotic,Current + long-term,High,WRAT: Spelling,Positive,Language,Paired,0.259167813,0.234165924,3
279,Kwon 13_3337,Kwon,2013,26,1,Oxcarbazepine v Control,Antiepileptic,Current + long-term,Low,"Attention Deficit Diagnostic Scale, Visual (K-ADS): impulsivity",Negative,Attention,Independent,0.279471149,0.364775524,3
280,Kwon 13_3337,Kwon,2013,26,2,Oxcarbazepine v Control,Antiepileptic,Current + long-term,Low,"Attention Deficit Diagnostic Scale, Visual (K-ADS): inattentiveness",Negative,Attention,Independent,0.279471149,0.364775524,3
281,Kwon 13_3337,Kwon,2013,26,3,Oxcarbazepine v Control,Antiepileptic,Current + long-term,Low,Auditory Verbal Learning Test/Rey Complex Figure Test: Stroop Test (Level 1),Positive,Attention,Independent,-1.694039635,0.425668132,3
282,Kwon 13_3337,Kwon,2013,26,4,Oxcarbazepine v Control,Antiepileptic,Current + long-term,Low,Auditory Verbal Learning Test/Rey Complex Figure Test: Verbal Fluency,Positive,Executive Function,Independent,-1.866705913,0.437942593,3
283,Kwon 13_3337,Kwon,2013,26,5,Oxcarbazepine v Control,Antiepileptic,Current + long-term,Low,K-WISC-III: FSIQ,Positive,Intelligence,Independent,-0.910120166,0.382094121,3
284,Kwon 13_3337,Kwon,2013,26,6,Oxcarbazepine v Control,Antiepileptic,Current + long-term,Low,Wisconsin Card Sorting Test (WCST),Positive,Concept Formation & Reasoning,Independent,-0.279471149,0.364775524,3
285,O'Dougherty 87_2149,O'Dougherty,1987,27,1,Low Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,CPT: No. of false alarms,Negative,Attention,Paired,4.16E-02,0.449010219,3
286,O'Dougherty 87_2149,O'Dougherty,1987,27,2,Low Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,CPT: No. of hits,Positive,Attention,Paired,-0.159917712,0.449747136,3
287,O'Dougherty 87_2149,O'Dougherty,1987,27,3,Low Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,PAT: % errors,Negative,Memory,Paired,0.298024827,0.451696021,3
288,O'Dougherty 87_2149,O'Dougherty,1987,27,4,Low Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,PAT: No. of trials (to successful completion),Negative,Memory,Paired,0.238786064,0.450717163,3
